transliteration,sorting,period,morphology,number,person,class,affix,semantics,root ≠ base,base,pagenumber,adjectival use,classifier_front,classifier_end,logogram,morpheme_1,morpheme_2,morpheme_3,sense_hk,certainty-weight_hk,sense_MEGA,certainty-weight_MEGA,proper_name_context,contributor,validator,lang_context,loan_lang,unicode,Wordnet,Notes,POS,variant,cognate,case,conjugation,mode,voice,frequency,rich
ši-iš-ni-na,s~iis~nina,achE,beautiful-GEN?,,,,,,,šišni,1160,,,,,-na;postp.gen,,,"schön, gut, trefflich",,,,,TB,,,,,,,adjective,"[ši-iš]-ni-ni, ši-iš-ni-nu",,,,,,,"<qt><font color=""#c30000"">ši</font>-iš-<font color=""#c30000"">ni</font>-na</qt>"
ši-man-na,s~imanna,achE,,,,,-na,,,šiman,1165,,,,,-na;postp.gen,,,aus Weizen / aus Gerste,"0,5 / 0,5",,,,TB,,,,,,,adjective,ši-man,,,,,,,"<qt><font color=""#c30000"">ši</font>-<font color=""#690000"">man</font>-na</qt>"
ši-mi-ut,s~imiut,achE,,,,,,,,šimit,1166,,,,,,,,weiß / fein,"0,5 / 0,5",,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#c30000"">ši</font>-mi-<font color=""#d50000"">ut</font></qt>"
d.ši-ut-ma-na,s~iutmana,achE,night-GEN,,,,,,,šut,1171,,,,,-ma;postp.loc,-na;postp.gen,,des Nachts,,,,,TB,,,,,,,adjective,"šu-ut-me, šu-ut-ti-me, šu-ut-ku-me",,,,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#c30000"">ši</font>-<font color=""#d50000"">ut</font>-<font color=""#b40000"">ma</font>-na</qt>"
šu-h-ti-ya,s~uhtiya,mE,,,,,,,,šuhti,1176,,,,,-ya;adj,,,siegreich,"0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">ti</font>-<font color=""#9b0000"">ya</font></qt>"
h.šu-še-en-ni,s~us~eenni,mE,Susa-INANIM.AGR,,,,,,,šušen-ni,1184,,AŠ,,,-ni;postp.gen,,,susisch,1,,,,TB,,,,,,,adjective,,,,,,,1,"<qt><font color=""#c30000"">h</font>.<font color=""#9b0000"">šu</font>-<font color=""#690000"">še</font>-<font color=""#690000"">en</font>-<font color=""#c30000"">ni</font></qt>"
2.šu-tur,s~utur,achE,balance,,,,,,,šutur,1187,,,,,,,,"gerecht, richtig, rechtens, ordnungsgemäß",,,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#b40000"">tur</font></qt>"
šu-tur-ri,s~uturri,nE,,,,,,,,šutur,1187,,,,,,,,"richtig, ordnungsgemäß",,,,,TB,,,,,,,adjective,2.šu-tur,,,,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#b40000"">tur</font>-<font color=""#9b0000"">ri</font></qt>"
šu-un-ti-na,s~uuntina,nE,,,,,,,,šunti,1192,,,,,-na;postp.gen,,,gelb,"0,5",,,,TB,,,,,,,adjective,,,,,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ti</font>-na</qt>"
šu-<ut>-ki-me,s~uutkime,mE,each.night,,,,,,,šutki-me,1193,,,,,-me;3sg.inan,,,bei Nacht,,,,,TB,,,,,,,adjective,šu-ut-ku-me,,,,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#d50000"">ut</font>-<font color=""#690000"">ki</font>-<font color=""#9b0000"">me</font></qt>"
šu-ut-ku-me,s~uutkume,mE,each.night,,,,,,,šutki-me,1193,,,,,-me;3sg.inan,,,bei Nacht,,,,,TB,,,,,,,adjective,"šu-dè-it, šu-ut-me, šu-ut-ti-me, d.ši-ut-ma-na",,,,,,,"<qt><font color=""#9b0000"">šu</font>-<font color=""#d50000"">ut</font>-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">me</font></qt>"
UD.da,udda,achE,,,,,,,nan,na-ran-ta,1199,,,,Sum,-t;3sg.inan,,,täglich ,1,,,,TB,f,,,,,,adverb,"d.na-ra-an-da, d.na-ra-da",,,,,,1,"<qt><font color=""#d50000"">UD</font>.<font color=""#9b0000"">da</font></qt>"
UD.ma,udma,nE,day-LOC,,,,,,,nan,1198,,,,Sum,-ma;postp.loc,,,Tag,1,,,,TB,f,,,,,HK = UD,noun,,,,,,,,"<qt><font color=""#d50000"">UD</font>.<font color=""#b40000"">ma</font></qt>"
ú-hi-im-ma,uhiimma,mE,limestone-in,,,,,,,uhu,1202,x,,,,-ma;postp.loc,,,aus Kalkstein,1,limestone,1,,TB,f,,,,,,noun,ú-h-um-ma,uhummu,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#c30000"">hi</font>-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>"
ú-h-in-ni,uhinni,mE,limestone-of,,,,,,,uhu,1202,x,,,,-ni;postp.gen,,,aus Kalkstein,1,limestone,1,,TB,f,,,,,,noun,"ú-hi-im-ma, ú-h-na",,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#d50000"">h</font>-in-<font color=""#c30000"">ni</font></qt>"
ú-h-in-na,uhinna,nE,limestone-of,,,,,,,uhu,1202,x,,,,-na;postp.gen,,,aus Kalkstein,1,limestone,1,,TB,f,,,,,,noun,ú-hi-in-ni,,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#d50000"">h</font>-in-na</qt>"
ú-h-na,uhna,nE,limestone-of,,,,,,,uhu,1202,x,,,,-na;postp.gen,,,steinern,1,stone,1,,TB,f,,,,,,noun,"ú-h-in-na, ú-hi-im-ma",,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#d50000"">h</font>-na</qt>"
ú-h-um-ma,uhumma,nE,limestone-in,,,,,,,uhu,1202,,,,,-ma;postp.loc,,,"im Felsen, Gestein",1,"stone, rock",1,,TB,f,,,,,,noun,ú-hi-im-ma,,,,,,1,"<qt><font color=""#9b0000"">ú</font>-<font color=""#d50000"">h</font>-<font color=""#690000"">um</font>-<font color=""#b40000"">ma</font></qt>"
uk-ba-še-taš,ukbas~etas~,achE,upasaita-š,,,,,,,upašaita-š,1208,x,,,,-š;op.loan,,,fast-weiβ,1,,,,TB,f,,OP,,,,adjective,hu-ba-šá-a-taš,upasaita,,,,,1,"<qt><font color=""#9b0000"">uk</font>-<font color=""#9b0000"">ba</font>-<font color=""#690000"">še</font>-<font color=""#b40000"">taš</font></qt>"
ú-k[i]-ma-ak,ukimaak,achE,uki,,,,,,,uki-,1209,x,,,,-ma-;aux,-k-;ii,,"einzustallen, einzuquartieren",0.5,to quarter,0.5,,TB,f,,,,,,verb,,,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#690000"">ki</font>-<font color=""#b40000"">ma</font>-<font color=""#690000"">ak</font></qt>"
uk-ku-mi-na,ukkumina,nE,above,,,,,,,uku,1212,,,,,-me;3sg.inan,-na;postp.gen,,oben,1,,,,TB,f,,,,,,adverb,,,,,,,1,"<qt><font color=""#9b0000"">uk</font>-<font color=""#d50000"">ku</font>-mi-na</qt>"
ul-lak,ullak,nE; achE,deliver-PASS.PTCP,,,,-k,,,ula-,1219,,,,,-k-;ii,,,"abgelielert, ausgeliefert",1,to deliver,1,,TB,f,,,,,,verb,,,,,,,,"<qt>ul-<font color=""#b40000"">lak</font></qt>"
d.um-ba-an-na,umbaanna,achE,,,,,-na,,,Humpan,1225,,DINGIR,,,-na;postp.gen,-ma;postp.loc,,humbanisch,1,Humpan,1,theonym,TB,f,,,,,,noun,d.um-ba-an-in-na,,,,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font>-<font color=""#c30000"">an</font>-na</qt>"
d.um-ba-an-in-na,umbaaninna,achE,,,,,-na,,,Humpan,1225,,DINGIR,,,-na;postp.gen,-ma;postp.loc,,humbanisch,1,Humpan,1,theonym,TB,f,,,,,,noun,,,,,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font>-<font color=""#c30000"">an</font>-in-na</qt>"
d.um-ba-in-na,umbainna,achE,,,,,,,,Humpan,1226,,DINGIR,,,-na;postp.gen,-ma;postp.loc,,humbanisch,1,Humpan,1,theonym,TB,f,,,,,,noun,"d.um-ba-an-in-na, d.um-ba-an-na",,,,,,,"<qt><font color=""#c30000"">d</font>.<font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font>-in-na</qt>"
um-ba-na,umbana,achE,,,,,,,,Humpan,1226,,,,,-na;postp.gen,,,des (Gottes) Humban,1,Humpan,1,toponym,TB,f,,,,,,noun,h.šil-la-um-ba-na,,,,,,,"<qt><font color=""#690000"">um</font>-<font color=""#9b0000"">ba</font>-na</qt>"
um-man-na,ummanna,nE,ummânu,,,,,,,uma,1231,x,,,,-na;postp.gen,,,aus Wolle,0,,,,TB,f,,,,,,noun,,ummânu,,,,,,"<qt><font color=""#690000"">um</font>-<font color=""#690000"">man</font>-na</qt>"
u-nu,unu,achE,,,,,,,,unu,1239,,,,,,,,"wörtlich wohl fehlend, übertragen falsch, in der Verwaltungssprache Fehlbetrag Defizit",1,,,,TB,f,,,,,,noun,u-nu.tur-ri-gi,,,,,,,"<qt><font color=""#9b0000"">u</font>-nu</qt>"
ú-pa-at-ma,upaatma,mE,clay-in,,,,-ma,,,upat,1240,x,,,,-ma;postp.loc,,,aus Lehmziegeln,1,(clay) brick,1,,TB,f,,,,,,noun,"ú-pa-at-im-ma, ú-pa-at",,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">at</font>-<font color=""#b40000"">ma</font></qt>"
ú-pa-at-im-ma,upaatimma,mE,upat-in,,,,-ma,,,upat,1240,x,,,,-ma;postp.loc,,,aus Lehmziegeln,1,clay (brick),1,,TB,f,,,,,,noun,"ú-pa-at-ma, ú-pa-at",,,,,,1,"<qt><font color=""#9b0000"">ú</font>-<font color=""#690000"">pa</font>-<font color=""#690000"">at</font>-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>"
up-ku-mi-a,upkumia,mE,sandstone?-INS,,,,,,,upku-me,1242,x,,,,-me;3sg.inan,-ya;adj,,aus Kunstsandstein-Ziegeln,0.5,artificial sandstone,0.5,,TB,f,,Akk,,,,noun,"up-ku-me-ya, up-qu-mi-a",,,,,,1,"<qt><font color=""#690000"">up</font>-<font color=""#d50000"">ku</font>-mi-<font color=""#690000"">a</font></qt>"
up-ku-me-ya,upkumeya,mE,,,,,,,,upku-me,1242,x,,,,-me;3sg.inan,-ya;adj,,aus Kunstsandstein-Ziegeln,0.5,artificial sandstone,0.5,,TB,f,,Akk,,,,noun,up-ku-mi-a,,,,,,1,"<qt><font color=""#690000"">up</font>-<font color=""#d50000"">ku</font>-<font color=""#9b0000"">me</font>-ya</qt>"
up-qu-mi-a,upqumia,mE,sandstone?-INS,Sg.,1st,,,,,upku-me,1242,x,,,,-me;3sg.inan,-ya;adj,,aus Kunstsandstein-Ziegeln,0.5,artificial sandstone,0.5,,TB,f,,Akk,,,,noun,up-ku-mi-a,,,,,,1,"<qt><font color=""#690000"">up</font>-qu-mi-<font color=""#690000"">a</font></qt>"
up-qu-mi-im-ma,upqumiimma,mE,sandstone?-LOC,,,,,,,upku-me,1242,x,,,,-me;3sg.inan,-ma;postp.loc,,aus Kunstsandstein-Ziegeln,0.5,artificial sandstone,0.5,,TB,f,,Akk,,,,noun,up-ku-mi-a,,,,,,,"<qt><font color=""#690000"">up</font>-qu-mi-<font color=""#b40000"">im</font>-<font color=""#b40000"">ma</font></qt>"
up-qu-mi-ma,upqumima,mE,sandstone?-LOC,,,,,,,upku-me,1242,x,,,,-me;3sg.inan,-ma;postp.loc,,aus Kunstsandstein-Ziegeln,0.5,artificial sandstone,0.5,,TB,f,,Akk,,,,noun,up-ku-mi-a,,,,,,1,"<qt><font color=""#690000"">up</font>-qu-mi-<font color=""#b40000"">ma</font></qt>"
up-qu-mi-ya,upqumiya,mE,sandstone?-INS,,,,,,,upku-me,1242,x,,,,-me;3sg.inan,-ya;adj,,aus Kunstsandstein-Ziegeln,0.5,artificial sandstone,0.5,,TB,f,,Akk,,,,noun,up-ku-mi-a,,,,,,,"<qt><font color=""#690000"">up</font>-qu-mi-<font color=""#9b0000"">ya</font></qt>"
ú-un-ra,uunra,achE,each,,,,,,,unra,1256,,,,,-r;3sg.an,,,"jeder, jedes",1,,,,TB,f,,,,,,noun,un-ra,,,,,,,"<qt><font color=""#9b0000"">ú</font>-<font color=""#b40000"">un</font>-<font color=""#690000"">ra</font></qt>"
ya-da,yada,nE,,,,,,,,yata,1262,,,,,,,,streng,0.5,,,,TB,f,,,,,,adverb,,,,,,,,"<qt><font color=""#9b0000"">ya</font>-<font color=""#9b0000"">da</font></qt>"
ya-mi-da-um,yamidaum,achE,yāvīta-m,,,,,,,yawitam,1263,,,,,,,,"dauernd, ständig",0,,,,TB,f,,Ir,,,,adverb,,yāvīta,,,,,,"<qt><font color=""#9b0000"">ya</font>-mi-<font color=""#9b0000"">da</font>-<font color=""#690000"">um</font></qt>"
h.za-ak-za-ik-man-na,zaakzaikmanna,achE,zakzaku-ma-na,,,,"-man, -na",,,Zakzaku,1267,x,AŠ,,,-ma;postp.loc,-na;postp.gen,,von Zakzaku,1,,,toponym,TB,f,,,,,,noun,h.za-ak-za-ku,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">za</font>-<font color=""#690000"">ak</font>-<font color=""#690000"">za</font>-<font color=""#c30000"">ik</font>-<font color=""#690000"">man</font>-na</qt>"
za-al-na,zaalna,nE,,,,,,,,zal,1269,x,,,,-na;postp.gen,,,aus Wildleder,0.5,suede,0.5,,TB,f,,,,,,noun,za-ul-na,ṣalmu,,,,,,"<qt><font color=""#690000"">za</font>-al-na</qt>"
<za>-bar-ya,zabarya,mE,,,,,,,,zabar-ya,1273,x,,,,-ya;adj,,,aus Kupfer,1,copper,1,,TB,f,,Sum,,,,noun,za-bar,,,,,,,"<qt><font color=""#690000"">za</font>-<font color=""#de0000"">bar</font>-<font color=""#9b0000"">ya</font></qt>"
za-h-ru,zahru,nE,weighing?,,,,,,,zah-r,1275,,,,,-r;3sg.an,,,"wägend, abwiegend",0.5,,,,TB,f,,,,,,noun,za-h-ru-um,,,,,,1,"<qt><font color=""#690000"">za</font>-<font color=""#d50000"">h</font>-<font color=""#b40000"">ru</font></qt>"
za-pi-na,zapina,achE,,,,,,,,zap,1283,x,,,,-na;postp.gen,,,"verschiedene, diverse",0.5,,,,TB,f,,,,,,adjective,hh.zap-pan,,,,,,,"<qt><font color=""#690000"">za</font>-<font color=""#e40000"">pi</font>-na</qt>"
hh.zap-pan,zappan,achE,,,,,,,,zap,1283,x,HAL,,,-n;3sg.inan,,,diverse,0.5,,,,TB,f,,,,,,adjective,za-pi-na,,,,,,,"<qt><font color=""#9b0000"">hh</font>.<font color=""#e10000"">zap</font>-<font color=""#9b0000"">pan</font></qt>"
za-ra-kaš,zarakas~,achE,čaraka-š,,,,,,,zaraka,1284,,,,,-š;op.loan,,,weidend,1,,,,TB,f,,OP,,,,noun,za-rák-kaš,čaraka,,,,,,"<qt><font color=""#690000"">za</font>-<font color=""#690000"">ra</font>-<font color=""#de0000"">kaš</font></qt>"
za-rák-kaš,zarakkas~,achE,čaraka-š,,,,,,,zaraka,1284,,,,,-š;op.loan,,,weidend,1,,,,TB,f,,OP,,,,noun,,čaraka,,,,,,"<qt><font color=""#690000"">za</font>-<font color=""#690000"">rák</font>-<font color=""#de0000"">kaš</font></qt>"
za-rák-qa,zarakqa,achE,čaraka,Sg.,3rd Anim.,,,,,zaraka,1284,,,,,-š;op.loan,,,weidend,1,,,,TB,f,,OP,,,,noun,za-rák-kaš,čaraka,,,,,1,"<qt><font color=""#690000"">za</font>-<font color=""#690000"">rák</font>-<font color=""#9b0000"">ka<small>4</small></font></qt>"
h.za-ri-be-ra,zaribera,nE,zari-PL-SG,Sg.,3rd Anim.,,,,Zari,Zari-p-r,1285,x,AŠ,,,-p;3pl.an,-r;3sg.an,,der von den Leuten von Zari,1,Zarian,1,demonym,TB,f,,,,,,noun,h.za-ri-be-na,,,,,,1,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">za</font>-<font color=""#9b0000"">ri</font>-<font color=""#de0000"">be</font>-<font color=""#690000"">ra</font></qt>"
za-ul-na,zaulna,nE,,,,,,,,zal,1269,x,,,,-na;postp.gen,,,aus Wildleder,1,suede,1,,TB,f,,,,,,noun,za-al-na,,,,,,,"<qt><font color=""#690000"">za</font>-ul-na</qt>"
[h.za-za]-a-a-d[a]-nu-ib-be,zazaaadanuibbe,nE,zazaidani-PL,Pl.,3rd Anim.,,,,,Zazaidanu,1287,x,AŠ,,,-p;3pl.an,,,nach Art der Leute von Zazaidani,1,Zazaidanian style,1,demonym,TB,f,,,,,,noun,h.za-za-a-da-nu-ib-be,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">za</font>-<font color=""#690000"">za</font>-<font color=""#690000"">a</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">da</font>-nu-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>"
h.za-za-a-da-nu-ib-be,zazaadanuibbe,nE,zazaidani-PL,Pl.,3rd Anim.,,,,,Zazaidanu,1287,x,AŠ,,,-p;3pl.an,,,nach Art der Leute von Zazaidani,1,Zazaidanian style,1,demonym,TB,f,,,,,,noun,,,,,,,,"<qt><font color=""#c30000"">h</font>.<font color=""#690000"">za</font>-<font color=""#690000"">za</font>-<font color=""#690000"">a</font>-<font color=""#9b0000"">da</font>-nu-<font color=""#690000"">ib</font>-<font color=""#de0000"">be</font></qt>"
zik-ki,zikki,nE,,,,,,,,ziki,1296,x,,,,,,,dünn,0.5,,,,TB,f,,,,,,adjective,,,,,,,,"<qt><font color=""#690000"">zik</font>-<font color=""#690000"">ki</font></qt>"
zik-qa-na,zikqana,achE,place-GEN??,,,,-na,,,zuka-,1298,,,,,-n-;iii,,,für das Einsetzen,0.5,"to deposit, pile up, erect",1,,TB,f,,,,,,verb,,,,,,,,"<qt><font color=""#690000"">zik</font>-<font color=""#9b0000"">ka<small>4</small></font>-na</qt>"
zí-la-ni,zilani,achE,like,,,,,,,zila,1299,,,,,-ni;postp.gen,,,genau so,1,,,,TB,f,,,,,,adverb,zí-la,,,,,,1,"<qt><font color=""#690000"">zí</font>-la-<font color=""#c30000"">ni</font></qt>"
zí?-li-qa,ziliqa,nE,zil-ka ,Sg.,3rd Anim.,,,,,sili-,1300,x,,,,-k-;ii,,,gediehen,0.5,,,,TB,f,,,,,,verb,si-li-qa,,,,,,1,"<qt><font color=""#690000"">zí</font>-li-<font color=""#9b0000"">ka<small>4</small></font></qt>"
zí-ma-ya,zimaya,achE,ǰīvya,,,,,,,ziwya,1301,x,,,,,,,"wörtlich lebendig, übertragen persönlich",1,,,,TB,f,,OP,,,,adjective,zí-mi,ǰīvya,,,,,,"<qt><font color=""#690000"">zí</font>-<font color=""#b40000"">ma</font>-<font color=""#9b0000"">ya</font></qt>"
zí-mi,zimi,achE,ǰīvya,Sg.,3rd Anim.,,,,,ziw,1301,x,,,,,,,"wörtlich lebendig, übertragen persönlich",1,,,,TB,f,,OP,,,,adjective,zí-ma-ya,ǰīvya,,,,,1,"<qt><font color=""#690000"">zí</font>-mi</qt>"
zu-ba-ri-in-ni,zubariinni,mE,bronze-GEN,Sg.,3rd Anim.,,,,,zubar,1310,x,,,,-ni;postp.gen,,,"aus Bronze, bronzen",1,bronze,1,,TB,f,,Sum,,,,noun,zu-ba-ar,,,,,,1,"<qt><font color=""#690000"">zu</font>-<font color=""#9b0000"">ba</font>-<font color=""#9b0000"">ri</font>-in-<font color=""#c30000"">ni</font></qt>"
